_id,stop_id,stop_name,zone_id,stop_lat,stop_lon,stop_desc
2669,6iuL2ui7,Malagudur,Malagudur,17.08420459,78.50282369,MALAGUDUR twd Charminar
2670,0erFpeic,Gudur Village,Gudur Village,17.09539539,78.49881918,GUDUR VILLAGE twd Charminar
2671,Fd4gyBPr,Gudur Village,Gudur Village,17.09543125,78.49879367,GUDUR Village twd Lemoor
2672,Zf63Eqks,Malagudur,Malagudur,17.08486476,78.50134877,MALAGUDUR twd Anojiguda
2673,E0Q8spQL,Katikapally,Katikapally,17.09315216,78.51676042,KATIKAPALLY twd Rachloor
2674,mDFEttJ5,Gudoor Gate,Gudoor Gate,17.11460441,78.50442775,GUDURX ROD twd Anojiguda
2675,T4BdT75P,Mile Stone,Mile Stone,17.11249465,78.54278038,TURKAGUDA twd Gummadivelly
2676,Q1jTNsBv,Peddamma Thanda-Maheswaram,Peddamma Thanda-Maheswaram,17.09026014,78.4140654,PEDDAMMA Thanda
2677,ldnxlDRC,Damera Bhemanapally-Marriguda,Damera Bhemanapally-Marriguda,16.952,78.93,DAMERA BHEMANAPALLY twd Damara
2678,PTEshPNV,Vattipalle,Vattipalle,16.94271339,78.87436867,VATTIPALLE twd Marriguda
2679,N7ynZR63,Kondur-Marriguda,Kondur-Marriguda,16.93542127,78.83531569,KONDUR twd Mall
2680,O9mB0AxI,Goleti X Road,Goleti X Road,16.90173579,78.67193431,KORRA THANDA X ROAD twd Ibrahimpatnam
2681,uBRC6E1v,Abids Gpo,Abids Gpo,17.38878348,78.47640393,ABIDS twd Nampally
2682,UGerjEku,Saraswathiguda X Road-Kandukur,Saraswathiguda X Road-Kandukur,17.18503916,78.475492,SARASWATIGUDA X ROAD twd Anojiguda
2683,Rls97wnG,Saraswathiguda,Saraswathiguda,17.17091174,78.49886206,SARASWATIGUDA VILLAGE twd LEMOOR
2684,OUJWA36u,Nandigama,Nandigama,17.12021674,78.25350232,NANDIGAMA twd Shadnagar
2685,bLc25NIc,Nandigama,Nandigama,17.1203558,78.25348053,NANDIGAMA twd Kothur
2686,bhpEb5hI,Musheerabad-2 Depot,Musheerabad-2 Depot,17.4081831,78.50384436,MUSHEERABAD-2 Bus Depot
2687,QFP7D7M1,Ashoknagar Rtc X Rd,Ashoknagar Rtc X Rd,17.40937567,78.4894985,ASHOK Nagar twd Secunderabad
2688,T2ndhAnx,Canara Bank Gandhi Nagar,Canara Bank Gandhi Nagar,17.41188641,78.4886402,CANARA Bank twd Secunderabad
2689,CwIAwcWK,Gandhi Nagar-Kavadiguda,Gandhi Nagar-Kavadiguda,17.41583917,78.48914847,GANDHI Nagar twd Secunderabad
2690,rpJghdtI,P T Colony Bus Stop,P T Colony Bus Stop,17.41860305,78.49116141,P&T COLONY BUS STOP twd Secunderabad
2691,Eo7vF4IS,Padmashali Colony,Padmashali Colony,17.42214254,78.49360093,PADMASHALI Colony twd Secunderabad
2692,a9d3hszX,Praga Tools,Praga Tools,17.42357056,78.49405823,PRAGA Tools twd Bata
2693,Dd74sCDi,Kavadiguda,Kavadiguda,17.42478934,78.48968357,KAVADIGUDA tws Secunderabad
2694,P2df2uL5,Bible House,Bible House,17.42984795,78.49253473,BIBLE House twd Koti
2695,aSPBFXgw,Kavadiguda,Kavadiguda,17.42483733,78.48970772,KAVADIGUDA twd Koti
2696,Tf9ynlAk,Praga Tools,Praga Tools,17.42363583,78.4942272,PRAGA Tools twd Koti
2697,HphK3ZyB,Padmashali Colony,Padmashali Colony,17.42280023,78.4941045,PADMASHALI COLONY twd Koti
2698,9fI5Bs5Z,P&T Colony Ashoknagar,P&T Colony Ashoknagar,17.41852,78.4911789,P&T COLNY twd Nampally
2699,9NfCcZgY,Gandhi Nagar-Kavadiguda,Gandhi Nagar-Kavadiguda,17.41559592,78.48914176,GANDHI Nagar twd Koti
2700,xxUFl7hc,Canara Bank Gandhi Nagar,Canara Bank Gandhi Nagar,17.4120259,78.48868572,CANARA Bank twd Koti
2701,lFQnF9fq,Ashoknagar Rtc X Rd,Ashoknagar Rtc X Rd,17.40892143,78.48959774,ASHOK Nagar twd Koti
2702,n7zPCFep,Ashok Nagar Park,Ashok Nagar Park,17.40608312,78.48964334,ASHOK Nagar Park twd Koti
2703,kYbuC6Ax,Himayath Nagar,Himayath Nagar,17.40097705,78.48886549,HIMAYAT NAGAR twd Koti
2704,syP9JAVJ,Telugu Academy Himayat Nagar,Telugu Academy Himayat Nagar,17.3995591,78.48680556,TELUGU Academy twd Koti
2705,LGLeCMzr,Old M.L.A. Quarters,Old M.L.A. Quarters,17.39706743,78.48415285,OLD M L A Quarters twd Kachiguda
2706,RD7GKep7,King Koti,King Koti,17.39359285,78.4816101,KING KOTI Bus Stop  twd Koti
2707,cTgAiTXN,Abids Tajmahal Hotel,Abids Tajmahal Hotel,17.39213646,78.47690082,ABIDS Taj Mahal Hotel twd Koti
2708,N48bRkoG,National Darbar,National Darbar,17.3947241,78.48541608,KING KOTI NATIONAL DARBAR twd  sec bad
2709,guzvnARO,Old M.L.A. Quarters,Old M.L.A. Quarters,17.39669507,78.48439155,OLD M L A Quarters twd Gdm
2710,giot3mvI,Telugu Academy Himayat Nagar,Telugu Academy Himayat Nagar,17.39964356,78.48661512,TELUGU Academy twd Secunderabad
2711,fbXZ7D3o,Himayath Nagar,Himayath Nagar,17.40143519,78.48890036,HIMAYAT NAGAR twd Secunderabad
2712,qI9uEjie,Ashok Nagar Park,Ashok Nagar Park,17.40653223,78.48966613,ASHOK Nagar Park twd Secunderabad
2713,WkOftPtv,King Koti,King Koti,17.39404074,78.48386034,KING Koti Twd Secunderabad
2714,9xryvLAq,Sudharshan Theatre,Sudharshan Theatre,17.40743189,78.49499971,SUDARSHAN THEATRE twd RTC X road
2715,fHFqHYcV,Vst Bus Stop,Vst Bus Stop,17.4049928,78.5018437,VST twd Musheerabad Depot
2716,GNKmoUi8,Budwel Station Twd Aramghar,Budwel Station Twd Aramghar,17.3027878,78.41989521,BUDWEL STATION twd Aramghar
2717,xw8rYt7c,Lb Nagar,Lb Nagar,17.34938841,78.55304927,LB NAGAR PUSHPAK BUS STOP  twd Secunderabad
2718,D6LZci1h,Mile Stone,Mile Stone,17.24454793,78.38843018,AIRPORT Checkpost twd Airpot
2719,sLD8PSvk,Mile Stone,Mile Stone,17.24512769,78.45957257,BHARATH PETROL BUNK TWD TUKKUGUDA
2720,gcGkI4Ga,Mile Stone,Mile Stone,17.24501671,78.45983538,BHARATH PETROL BUNK TWD SHAMSHABAD
2721,K0WE1by8,Mile Stone,Mile Stone,17.24432763,78.38847712,AIRPORT Checkpost twd Shamshabad
2722,phUflm90,B C Colony-Amet,B C Colony-Amet,17.316,78.6839,BC COLONY-AMET
2723,CIwk8sty,Shiva Narayana Puram,Shiva Narayana Puram,17.30395813,78.5297665,SHIVANARAYANAPURAM Bus Stand
2724,oiv20uFL,Nandi Hills,Nandi Hills,17.31537803,78.54180684,NANDI HILLS
2725,MSDP0RdI,Uddam Gadda,Uddam Gadda,17.31565939,78.44895288,MILARDEVPALLY(UDDAMGADA) twd Jalpally
2726,aRmQuqpU,Laxmiguda-Jalpally,Laxmiguda-Jalpally,17.30712839,78.4507406,LAKSHMIGUDA twd Jalpally
2727,OKoxscHu,Wambay Clny-Udamgadda,Wambay Clny-Udamgadda,17.29836393,78.45019208,WAMBAY Colony twd Jalpally
2728,jfvYGuob,Panama Godowns,Panama Godowns,17.33796894,78.56988162,VANASTHALIPURAM twd Sushma Theatre
2729,CRi46Z1q,Ravirala,Ravirala,17.21608849,78.51041436,RAVIRYAL twd Kongarakal
2730,bo3kio9a,Kongara Tanda,Kongara Tanda,17.19236764,78.55049198,KONGARA Thanda
2731,ADE8ktGe,Timmapur-Kandukur,Timmapur-Kandukur,17.13042004,78.55778754,TIMMAPUR Village
2732,q9UwsNFs,Srisri Homes,Srisri Homes,17.297052,78.548187,SRI Sri Homes
2733,cxPq42aP,Balapur X Rds,Balapur X Rds,17.31791149,78.51837515,BALAPUR X Road twd RGIA
2734,ru8VIPMz,Shivaji Chowk,Shivaji Chowk,17.31360957,78.50564008,SHIVAJI CHOWK twd Balapur vlg
2735,Qj99Hvl1,Balapur,Balapur,17.31057255,78.49954072,BALAPUR Village
2736,oY2lIre6,Shivaji Chowk,Shivaji Chowk,17.31370432,78.50613375,SHIVAJI CHOWK twd Balapur x road
2737,DL8tFlyr,Shivaji Chowk,Shivaji Chowk,17.31344309,78.50601286,SHIVAJI CHOWK twd Rci
2738,wiSG9gBB,Balapur Twd Rci,Balapur Twd Rci,17.30886202,78.50624083,BALAPUR twd Rci
2739,vPf8LxDb,Mallapur,Mallapur,17.28997783,78.49772476,MALLAPUR twd Rci
2740,EOgnvqYS,Sultanpur-Mallapur,Sultanpur-Mallapur,17.27828805,78.49823311,SULTAN PUR twd RCI
2741,nXYt1GCb,Rci Main Gate,Rci Main Gate,17.26348227,78.49369749,RCI Main Gate
2742,5qJQmOHB,Rci,Rci,17.26401532,78.4859097,RCI Bus Stop
2743,AiNCQhNw,Sultanpur-Mallapur,Sultanpur-Mallapur,17.27822017,78.49814862,SULTAN PUR twd Balapur X Road
2744,stYLQAzN,Mallapur,Mallapur,17.29023677,78.49758535,MALLAPUR twd Midhani
2745,d5AxlXvb,Balapur Twd Midhani,Balapur Twd Midhani,17.30891323,78.50596191,BALAPUR twd Midhani
2746,WRWow6QC,Walanthari,Walanthari,17.3231,78.3819,WALANTHARI twd RajendraNagar
2747,v4ypzUjb,Gaddiannaram,Gaddiannaram,17.36659763,78.521,GADDIANNARAM twd Koti
2748,CnoCVNCi,Shankeshwar Mutt,Shankeshwar Mutt,17.35888105,78.525,SHANKESHWAR Mutt
2749,9AfcylJA,Mandha Mallamma,Mandha Mallamma,17.338,78.523,MANDHA Mallamma twd Almasguda
2750,Vzryxt5b,Mammarajiguda Village,Mammarajiguda Village,17.23448041,78.52714598,MAMMARAJIGUDA Village
2751,h7u8NzwT,Bandlaguda,Bandlaguda,17.31674375,78.46645284,BANDLAGUDA twd Ghouse Nagar
2752,RvkRvson,Noori Shah Darga,Noori Shah Darga,17.311,78.468,NOORISHAH DARGAH twd Ghouse Nagar
2753,MMTXzleL,Ismail Nagar,Ismail Nagar,17.308,78.471,ISMAIL NAGAR twd Ghouse Nagar
2754,pQHaWNI7,Ghouse Nagar,Ghouse Nagar,17.3,78.465,GHOUSE NAGAR Bus Stop
2755,MmZrR7jP,Narsimharao Nagar Twd Sainagar,Narsimharao Nagar Twd Sainagar,17.32510762,78.58722076,NARSIMHARAO NAGAR twd Sainagar
2756,SqLg9p8b,Sama Nagar X Road Twd Sainagar,Sama Nagar X Road Twd Sainagar,17.32219801,78.5893786,SAMA NAGAR X ROAD twd Sainagar
2757,yRYN8dRk,Sai Baba Temple-Rk Nagar,Sai Baba Temple-Rk Nagar,17.3219315,78.59290838,R K NAGAR SAIBABA TEMPLE twd Mudhiraj colony
2758,tyAoBpfy,Sai Nagar Colony-Hayathnagar,Sai Nagar Colony-Hayathnagar,17.3180089,78.59275818,SAI NAGAR Colony twd Mudhiraj colony
2759,DjLQSMMD,Sai Nagar Colony-Hayathnagar,Sai Nagar Colony-Hayathnagar,17.31773734,78.59286815,SAI NAGAR Colony twd  Hayathnagar
2760,oddA9W59,Sai Baba Temple-Rk Nagar,Sai Baba Temple-Rk Nagar,17.32203146,78.59287083,R K NAGAR SAIBABA TEMPLE twd Shanthi Nagar
2761,WR0PpBm8,Sama Nagar X Road Twd Shanthi Nagar,Sama Nagar X Road Twd Shanthi Nagar,17.32231441,78.58918011,SAMA NAGAR X ROAD twd Shanthi Nagar
2762,zjKMukrF,Narsimharao Nagar Twd Raithubazar,Narsimharao Nagar Twd Raithubazar,17.32516427,78.5871993,NARSIMHARAO NAGAR twd Raithubazar
2763,sFbFqnn1,Mudhiraj Colony Twd Hayat Nagar,Mudhiraj Colony Twd Hayat Nagar,17.31651084,78.59291631,MUDHIRAJ COLONY twd Hayat Nagar
2764,zbc0ON6r,Vaidehi Nagar,Vaidehi Nagar,17.32117865,78.5651958,VAIDEHINAGAR KAMAN twd Raithubazar
2765,6khzBV3o,Vaidehi Nagar,Vaidehi Nagar,17.32103795,78.56955171,VALDEHI NAGAR twd Ngos Colony
2766,NnwqgXKd,Vaidehi Nagar,Vaidehi Nagar,17.32126574,78.5652709,VAIDEHINAGAR KAMAN twd Ngos Colony
2767,8Z7GErO0,Paradise,Paradise,17.44504816,78.48706305,PARADISE Water Tank twd Patancheru
2768,GIe8C9hg,Cto,Cto,17.4503954,78.48666074,CTO twd Medchal
2769,87ngmWcl,Tadbund,Tadbund,17.45646278,78.48426283,TADBUND twd Patancheru
2770,BzrsSycc,Ashish Garden Bus Stop,Ashish Garden Bus Stop,17.45755917,78.47801731,ASHISH Garden twd Patancheru
2771,6WVFTmsv,Bowenpally,Bowenpally,17.4651902,78.47266227,BOWENPALLY Police Station twd Medchal
2772,NdEU2LSO,Bowenpally Checkpost,Bowenpally Checkpost,17.47587702,78.473711,BOWENPALLY CHECK POST twd Medchal
2773,KDc0jQfn,Nandamuri Nagar,Nandamuri Nagar,17.48013161,78.47297072,NANDAMURI Nagar twd Nirmal
2774,XNEqxypB,Dairy Farm-Bowinpally,Dairy Farm-Bowinpally,17.487331,78.47337221,DAIRY FARM twd Medchal
2775,M2FzfisB,Suchitra X Road,Suchitra X Road,17.50038364,78.47722068,SUCHITRA Circle twd Nirmal
2776,SRDhnXIq,Jeedimetla Village,Jeedimetla Village,17.508909,78.479253,JEEDIMETLA VILLAGE twd Medak
2777,y1muWDXW,Angadipet,Angadipet,17.51393607,78.47959343,ANGADIPETA twd Kompally
2778,XMelem9c,Balaji Hospital Kompalli,Balaji Hospital Kompalli,17.51858015,78.48162688,BALAJI HospitalKompally twd Medchal
2779,jBlNbTvB,Ncl North Avenue,Ncl North Avenue,17.52563124,78.48420113,NCL NORTH twd Medchal
2780,bvCB1f2T,Poultry Farm (Cineplanet Kompally),Poultry Farm (Cineplanet Kompally),17.52894598,78.48626107,POULTRY FARM twd Medchal
2781,zMJBryNH,Prajaya Aprts - Kompally,Prajaya Aprts - Kompally,17.531881,78.488056,PRAJAY Apartment twd Medchal
2782,Dma306Us,Doolapally X Road,Doolapally X Road,17.54101264,78.49078327,DOOLAPALLY X Road twd Medchal
2783,6KuJg9Zb,Kompally,Kompally,17.544708,78.491754,KOMPALLY twd Medchal
2784,4Wi8zMH6,Kompally Bridge,Kompally Bridge,17.56440829,78.49336947,KOMPALLY BRIDGE twd Medchal
2785,nRZq5yDb,Gundla Pochampally,Gundla Pochampally,17.569052,78.49356,GUNDAPOCHAMPALLY twd Medchal
2786,GpbQUD6j,Prestige Park Gundlapochampally,Prestige Park Gundlapochampally,17.57650968,78.49168718,PRESTIGE PARK twd Medchal
2787,1eqxqeHO,Damber Factory,Damber Factory,17.57919962,78.49079134,DAMBER FACTORY twd Medchal
2788,ez2XDrI6,Kandlakoya,Kandlakoya,17.59133194,78.4927718,KANDLAKOYA twd Nirmal
2789,RRTZl43p,Kirloskar,Kirloskar,17.60083013,78.49203588,KIRLOSKAR twd Medchal
2790,RI2R5nuN,Cmr College,Cmr College,17.60385525,78.49075075,CMR COLLEGE twd Medchal
2791,cfjBvkFA,Ida Medchal,Ida Medchal,17.61149869,78.4872565,IDA twd Medchal
2792,Gi9qTPby,Medchal Checkpost,Medchal Checkpost,17.61739962,78.48575614,MEDCHAL CHECK POST twd Medchal
2793,AAUzdTTg,Medchal,Medchal,17.6342067,78.48574896,MEDCHAL Bus Station
2794,akyDpNkg,Medchal Checkpost,Medchal Checkpost,17.61794346,78.48582928,MEDCHAL CHECKPOST twd kompally
2795,rVqgqGNI,Ida Medchal,Ida Medchal,17.61189015,78.48740503,IDA twd Kompally
2796,cEWk9f63,Cmr College,Cmr College,17.6040002,78.49095223,CMR COLLEGE twd Kompally
2797,ukLe77CU,Kirloskar,Kirloskar,17.60088164,78.4923201,KIRLOSKAR twd Kompally
2798,WV52ABgC,Kandlakoya,Kandlakoya,17.5914732,78.49311847,KANDLAKOYA twd JBS
2799,kzAhOdsk,Damber Factory,Damber Factory,17.57927,78.491087,DAMBER FACTORY twd Kompally
2800,XZr8owNb,Prestige Park Gundlapochampally,Prestige Park Gundlapochampally,17.57667844,78.49175692,PRESTIGE PARK twd Kompalli
2801,qZljXt6V,Gundla Pochampally,Gundla Pochampally,17.569194,78.493857,GUNDLA POCHAMPALLY twd Secunderabad
2802,84FMkcwT,Kompally Bridge,Kompally Bridge,17.56459834,78.49365984,KOMPALLY BRIDGE twd Kompally
2803,vnheouUu,Kompally,Kompally,17.544481,78.492045,KOMPALLY twd JBS
2804,C9BknzJI,Doolapally X Road,Doolapally X Road,17.54009961,78.4909308,DOOLAPALLY X ROAD twd Suchitra
2805,FW800vbH,Prajaya Aprts - Kompally,Prajaya Aprts - Kompally,17.531005,78.487942,PRAJAY Kompally twd Secunderabad
2806,NzPbTG5y,Poultry Farm (Cineplanet Kompally),Poultry Farm (Cineplanet Kompally),17.52886192,78.48663121,POULTRY FARM twd Secunderabad
2807,2wY2TigE,Ncl North Avenue,Ncl North Avenue,17.525985,78.484684,NCL NORTH twd Secunderabad
2808,COB7XRKn,Balaji Hospital Kompalli,Balaji Hospital Kompalli,17.51879212,78.48197658,BALAJI HOSPITAL KOMPALLY twd Secunderabad
2809,fd9DsAln,Angadipet,Angadipet,17.51380146,78.47980502,ANGADIPET twd Secunderabad
2810,rTz6wUu6,Jeedimetla Village,Jeedimetla Village,17.508392,78.479482,JEEDIMETLA Village twd Secunderabad
2811,n1PUbyM2,Suchitra X Road,Suchitra X Road,17.499658,78.477149,SUCHITRA Circle twd MGBS
2812,VJCczbY7,Dairy Farm-Bowinpally,Dairy Farm-Bowinpally,17.4868139,78.47343743,MILATRY Dairy Farm twd Secunderabad
2813,AEwxUxGw,Nandamuri Nagar,Nandamuri Nagar,17.48014696,78.47353935,NANDAMURI Nagar twd MGBS
2814,RSbdvsMT,Bowenpally Checkpost,Bowenpally Checkpost,17.47588918,78.47391453,BOWENPALLY CHECK POST twd Secnderabad
2815,Dwpbg49S,Bowenpally,Bowenpally,17.46517745,78.47288758,BOWENPALLY Police Station twd JBS
2816,Nc1ckrY4,Ashish Garden Bus Stop,Ashish Garden Bus Stop,17.45723552,78.47845315,ASHISH GARDEN twd Secunderabad
2817,5GtdDzzi,Tadbund,Tadbund,17.456487,78.483953,TADBUND twd Secunderabad
2818,13mpW2T3,Cto,Cto,17.45047281,78.48689138,CTO twd Secunderabad
2819,TPgOb0vV,Paradise,Paradise,17.443503,78.488141,"PARADISE X ROAD, SURYA TOWERS twd Secunderabad"
2820,alAZZ1u5,Patny,Patny,17.44324671,78.49490047,PATNY twd Uppal
2821,RhnPIEYO,Ymca Secunderabad,Ymca Secunderabad,17.44194423,78.49877895,YMCA BUS STOP twd Secunderabad  Railway Station
2822,DVWA6OOC,Ansari Road,Ansari Road,17.295851,78.482675,ANSARI ROAD twd Kothapet
2823,mNJBmFWn,Venkatapuram,Venkatapuram,17.297171,78.488983,VENKATAPUR twd Kothapet
2824,u6ttvKKE,Salala,Salala,17.30450869,78.49087176,KOTHAPET-SALALA
2825,oZbPPWh4,Venkatapuram,Venkatapuram,17.29711036,78.48905602,VENKATAPUR twd Charminar
2826,YALM35XF,Ansari Road,Ansari Road,17.29581712,78.48272335,ANSARI ROAD twd Charminar
2827,isHG9Bvl,Barkas,Barkas,17.31563602,78.47897049,BARKAS twd Koti
2828,MrTeUQhZ,Gudi Malkapur-Mehdipatnam,Gudi Malkapur-Mehdipatnam,17.38663614,78.4399581,GUDDIMALKAPUR twd Tallagadda
2829,5q1zHnGr,Shiv Bagh,Shiv Bagh,17.38281167,78.43876182,SHIV BAGH twd Tallagadda
2830,X5DNXWAF,Sharada Nagar-Gudimalkapur,Sharada Nagar-Gudimalkapur,17.38123493,78.43977571,SHARADA NAGAR twd Tallagadda
2831,oEF4TCM0,Tallagadda,Tallagadda,17.37855481,78.44227083,TALLAGADDA twd Afzalgunj
2832,s21mG7WM,Tallagadda,Tallagadda,17.37882616,78.44207704,TALLAGADDA twd Mehdipatnam
2833,VTBQfvVD,Sharada Nagar-Gudimalkapur,Sharada Nagar-Gudimalkapur,17.38111205,78.43974352,SHARADA Nagar twd Mehdipatnam
2834,GnTrtf4s,Shiv Bagh,Shiv Bagh,17.38287806,78.43869209,SHIV BAGH twd Mehdipatnam
2835,jK523rWm,Gudi Malkapur-Mehdipatnam,Gudi Malkapur-Mehdipatnam,17.38664591,78.43985617,GUDDIMALKAPUR twd Mehdipatnam
2836,gduZCR7Z,Iiit,Iiit,17.444325,78.351854,IIIT twd WIPRO
2837,EtcFXW6q,Infosys,Infosys,17.437043,78.347696,INFOSYStwd WaveRock
2838,GUKCcy8w,Icici Junction,Icici Junction,17.42181759,78.33804892,ICICI Junction twd Gar Kokapet
2839,2TKCXvG2,Infotech,Infotech,17.4203332,78.33709002,INFOTECH twd Kokapet
2840,xDuZgZVu,Waverock,Waverock,17.41915547,78.34727159,WAVEROCK
2841,fQhlcnDd,Infotech,Infotech,17.42032809,78.33699077,INFOTECH twd Gachabowli
2842,ng3PytdJ,Icici Junction,Icici Junction,17.42229937,78.33820785,ICICI Junction twd Gachibowli
2843,LpMsCjvi,Infosys,Infosys,17.436867,78.347239,INFOSYS twd GachIbowli
2844,Hvpkdg2w,Rethibowli,Rethibowli,17.396058,78.431656,RETHI BOWLI twd Mehdipatnam
2845,EIzwAraT,Quba Colony,Quba Colony,17.2943,78.4711,QUBA COLONY twd Mohammad nagar
2846,M6knPITE,Mohammed Nagar,Mohammed Nagar,17.2954,78.4707,MOHAMMED NAGAR
2847,oS865Fqt,Quba Colony,Quba Colony,17.29422561,78.47125901,QUBA COLONY twd Charminar
2848,WhzmZ1aB,Mandollagudem Choutuppal,Mandollagudem Choutuppal,17.27939733,78.79054897,MANDOLLAGUDEM twd Choutuppal
2849,g0WllZIY,Choutuppal,Choutuppal,17.25382851,78.89410973,CHOUTUPPAL twd MGBS
2850,Kir3lPIg,Lingoji Guda-Choutuppal,Lingoji Guda-Choutuppal,17.24425331,78.9268139,LINGOJI GUDA twd Narkatpally
2851,ydmFvuas,Ankireddigudem,Ankireddigudem,17.24224539,78.93367321,ANKIREDDYGUDA twd Narketpally
2852,QEEXTBZN,Panthangi,Panthangi,17.24577496,78.95822793,PANTHAGI twd Ankireddigudem
2853,OEQTjjPG,Panthangi,Panthangi,17.24567753,78.95819307,PANTHANGI twd MGBS
2854,xyrhZaXS,Ankireddigudem,Ankireddigudem,17.24209893,78.93363476,ANKIREDDYGUDA twd MGBS
2855,s2oQmlTe,Lingoji Guda-Choutuppal,Lingoji Guda-Choutuppal,17.24383194,78.92673075,LINGOJI GUDA twd MGBS
2856,YNadP036,Secunderabad,Secunderabad,17.43600595,78.50005098,SECUNDERABAD Gurudwara
2857,EMX63sAM,Chadarghat,Chadarghat,17.3822786,78.49356942,CHADARGHAT twd Amberpet
2858,TNlJ8JP7,Ymca Narayanaguda,Ymca Narayanaguda,17.39527451,78.49138811,YMCA twd VST
2859,1N2PV1v2,Sundaraiah Park,Sundaraiah Park,17.3971292,78.49700861,SUNDARAIAH Park twd VST
2860,fcWnuxK0,Bagh Lingampally,Bagh Lingampally,17.40111412,78.49937324,BAGH Lingampally twd VST
2861,HNzxTJqP,Ramnagar Gundu,Ramnagar Gundu,17.40708765,78.51297319,RAMNAGAR Gundu twd Uppal
2862,PcVzgzWp,Jamia Osmania,Jamia Osmania,17.41176796,78.51801435,JAMIA OSMANIA twd Warasiguda
2863,QD2uRY6I,Arts College,Arts College,17.41793464,78.51941867,ARTS COLLEGE twd Warsiguda
2864,wPQ3ytxp,Warasiguda,Warasiguda,17.41992556,78.51671585,WARASIGUDA twd Secunderabad
2865,21XLRqYT,Namalagundu,Namalagundu,17.425,78.515,NAMALAGUNDU twd Secunderabad
2866,YNTauQVH,Sitaphalmandi,Sitaphalmandi,17.42761395,78.51747394,SITAPHALMANDI twd Secunderabad
2867,JXHsofUr,Chilkalguda,Chilkalguda,17.43142439,78.50897133,CHILKLAGUDA  GANDHI STATUE
2868,tXCkH7Q3,Chilkalguda,Chilkalguda,17.43138856,78.50941658,CHILKALGUDA twd Ramnagar
2869,ino5zaY2,Sitaphalmandi,Sitaphalmandi,17.4271418,78.51734821,SITAPHALMANDI twd Ramnagar
2870,pOfOVxp3,Namalagundu,Namalagundu,17.42456566,78.51578165,NAMALAGUNDU twd Ramnagar
2871,EJ6Ij660,Warasiguda,Warasiguda,17.41980463,78.51699346,WARASIGUDA twd Ramnagar
2872,YIEemWbh,Arts College,Arts College,17.41780614,78.51944937,ARTS COLLEGE twd Ramnagar
2873,uKhmHAJg,Jamia Osmania,Jamia Osmania,17.41163619,78.51809531,JAMIA OSMANIA twd Ramnagar
2874,GCrZj4rg,Bagh Lingampally,Bagh Lingampally,17.40092586,78.49926174,BAGH Lingampally twd Koti
2875,dhC5uES9,Sundaraiah Park,Sundaraiah Park,17.39722991,78.49723132,SUNDARAIAH Park twd koti
2876,h2KLK2Bw,Ymca Narayanaguda,Ymca Narayanaguda,17.39523098,78.49129289,YMCA twd Koti
2877,eX9ZnojV,Ameerpet,Ameerpet,17.431553,78.44765,AMEERPET twd Patancheruvu
2878,nDq6JPyj,Beeramguda Kaman,Beeramguda Kaman,17.50889,78.300277,BEERAMGUDA KAMAN twd Patancheruvu
2879,58ynBJu3,Chintal Basthi,Chintal Basthi,17.408898,78.460376,CHINTHAL Basthi twd Patancheruvu
2880,iJpDG3Az,Irram Manzil,Irram Manzil,17.42075297,78.45569725,IRRUM MANZIL TWD Patancheruvu
2881,A2vW9yH0,Sr Nagar,Sr Nagar,17.44296525,78.44073728,SR NAGAR twd Patancheruvu
2882,rsGUZH7X,Bharath Nagar,Bharath Nagar,17.46723208,78.42877865,BHARATH Nagar twd Patancheruvu
2883,Co93cESq,Moosapet,Moosapet,17.47081311,78.42667579,MOOSAPET twd Patancheruvu
2884,XxUn73uy,Kphb,Kphb,17.494062,78.400453,KPHB Metro Station twd Patancheruvu
2885,hm60m7mb,Jntu,Jntu,17.496261,78.39441,JNTU X ROAD twd Patancheruvu
2886,ipAmaxcG,Miyapur Metro Station,Miyapur Metro Station,17.496265,78.370945,MIYAPUR Metro Station twd Patancheruvu
2887,hqB2fu5A,Miyapur X Road,Miyapur X Road,17.49648097,78.36260928,MIYAPUR X Road twd Patancheruvu
2888,UyZDBKX5,Miyapur,Miyapur,17.495772,78.357949,MIYAPUR twd Patancheruvu
2889,ZhW7uvNl,Madeenaguda,Madeenaguda,17.494912,78.340601,MADEENAGUDA twd Patancheruvu
2890,Mtp9jacw,Gangaram,Gangaram,17.49509217,78.33270712,GANGARAM twd Patancheruvu
2891,o6FSDgLc,Icrisat,Icrisat,17.51855383,78.27871453,ICRISAT twd Patancheruvu
2892,NzMITaYT,Allwyn,Allwyn,17.52476163,78.27171921,ALLWYN twd Patancheruvu
2893,Kdc8bpKV,Ravirala,Ravirala,17.21595014,78.51038754,RAVIRYAL twd Charminar
2894,ufLJTxLc,Vst Bus Stop,Vst Bus Stop,17.40484503,78.50170171,VST twd RTC X ROAD
2895,A8aTeIDR,Sudharshan Theatre,Sudharshan Theatre,17.40724121,78.49503189,SUDARSHAN THEATRE twd Mehdipatnam
2896,YvHwhwEu,Flour Mill,Flour Mill,17.39195283,78.42311886,FLOUR Mill twd Kalimandir
2897,P5gN8WRE,Flour Mill,Flour Mill,17.39252295,78.4243986,FLOUR Mill twd Mehdipatnam
2898,ERXuRE8f,Rachalapalle,Rachalapalle,16.69477748,78.39831948,RACHALAPALLE twd Gudiganapally
